--------Full position data log-----------
(0.3729212366650079, -0.16589888403692088, 0.0)
(0.38976836053684694, -0.1901470123169487, 0.0)
(0.39160001322439875, -0.22008535326754525, 0.0)
(0.3933606508968204, -0.25011128310732894, 0.0)
(0.39505702526782904, -0.2802164743705728, 0.0)
(0.39669524644406134, -0.31039339094041285, 0.0)
(0.39828084384033957, -0.3406352129168428, 0.0)
(0.3998188213216608, -0.3709357686053845, 0.0)
(0.40131370711724035, -0.40128947295383144, 0.0)
(0.37350127915714537, -0.42716710083234183, 0.0)
(0.34551457341068514, -0.4530667647819515, 0.0)
(0.31737016366876314, -0.4789863691756598, 0.0)
(0.28908304793338535, -0.5049240176327205, 0.0)
(0.26066679817104776, -0.5308779940834903, 0.0)
(0.22786822781471439, -0.5477838977111728, 0.0)
(0.19494365989410292, -0.5646601276587571, 0.0)
(0.16190507800090911, -0.5815095061813277, 0.0)
(0.12876332613588112, -0.5983345871489616, 0.0)
(0.0955282170494039, -0.6151376815620141, 0.0)
(0.055580090512939086, -0.5965473533200817, 0.0)
(0.015524037204991608, -0.5777710052852518, 0.0)
(-0.024629677344819852, -0.5588263308589616, 0.0)
(-0.06487176393410066, -0.5397293406702877, 0.0)
(-0.10519381684732869, -0.5204945225931753, 0.0)
(-0.14558822984100991, -0.5011349865522526, 0.0)
(-0.18604812011588828, -0.48166259556236357, 0.0)
(-0.22187598652390247, -0.45147604112582485, 0.0)
(-0.2577351824982034, -0.42114667233145525, 0.0)
(-0.2936227279598785, -0.3906880737291421, 0.0)
(-0.3295359262837633, -0.3601125377581629, 0.0)
(-0.3654723373396416, -0.32943118763761003, 0.0)
(-0.4014297530970442, -0.2986540885707686, 0.0)
(-0.42302426467518134, -0.26286073623945316, 0.0)
(-0.4445676584785972, -0.22696556777567747, 0.0)
(-0.46606479695297054, -0.19097826817484706, 0.0)
(-0.48752008002752606, -0.15490760119436708, 0.0)
(-0.5089374891076517, -0.11876149697792195, 0.0)
(-0.5165462018459, -0.11302439104883842, 0.0)
(-0.524058471652886, -0.10737029080544935, 0.0)
(-0.5314834725076674, -0.1017913004651164, 0.0)
(-0.5388295057419423, -0.0962802753079441, 0.0)
(-0.5461040830457261, -0.09083075023615612, 0.0)
(-0.553314001577996, -0.08543687512850143, 0.0)
(-0.5604654119331596, -0.08009335634345002, 0.0)
(-0.565367936262253, -0.07042531659557534, 0.0)
(-0.5702121227447935, -0.06077774954045472, 0.0)
(-0.5750035207196371, -0.05114870773031453, 0.0)
(-0.5797471516532314, -0.04153642896538514, 0.0)
(-0.5844475593519847, -0.03193931867270877, 0.0)
(-0.5891088553984499, -0.022355933961069576, 0.0)
(-0.5705821657251389, 0.006506195199459101, 0.0)
(-0.5519134699396133, 0.03544872445041146, 0.0)
(-0.5331162763030942, 0.06446400577293328, 0.0)
(-0.5142028081152209, 0.09354511865930164, 0.0)
(-0.4951841259439802, 0.12268580090958431, 0.0)
(-0.46147615482048165, 0.15165948373282354, 0.0)
(-0.4276127083069283, 0.18068089256622555, 0.0)
(-0.39360857594839826, 0.20974548748885202, 0.0)
(-0.3594771404427637, 0.23884916043720542, 0.0)
(-0.32523051146563225, 0.26798819412521935, 0.0)
(-0.2908796467654348, 0.29715922487191, 0.0)
(-0.25643446173954393, 0.32635920896498566, 0.0)
(-0.2274410183733589, 0.3448905251015304, 0.0)
(-0.19839664846693625, 0.3633947443353589, 0.0)
(-0.16930619639705305, 0.3818744442538281, 0.0)
(-0.1401740457206812, 0.40033195725211473, 0.0)
(-0.11100416301022564, 0.4187693938569907, 0.0)
(-0.08180013751897698, 0.43718866383194643, 0.0)
(-0.05527126983044655, 0.4413956180831858, 0.0)
(-0.028727300649476217, 0.44552026272587253, 0.0)
(-0.002169666503315929, 0.4495704274494289, 0.0)
(0.02440033273013848, 0.453553197145709, 0.0)
(0.05098152082362028, 0.4574749827576233, 0.0)
(0.07155615335145003, 0.4527045975245752, 0.0)
(0.09211136621375345, 0.44784325021862625, 0.0)
(0.11264900670388707, 0.4428995935960631, 0.0)
(0.13317074639171805, 0.4378814573210944, 0.0)
(0.15367809783928077, 0.4327959262622957, 0.0)
(0.1741724297263626, 0.4276494113411339, 0.0)
(0.19202159303613134, 0.41212925268182715, 0.0)
(0.20984758653477872, 0.3965101446050998, 0.0)
(0.22765261424824837, 0.3808014996642937, 0.0)
(0.24543867054478422, 0.3650118350447597, 0.0)
(0.26320756007858553, 0.34914885773559345, 0.0)
(0.2809609158363263, 0.33321954159942996, 0.0)
(0.29398133622347805, 0.31514179875159903, 0.0)
(0.30696662142642817, 0.2969998172008624, 0.0)
(0.31992011367639, 0.27879970764801276, 0.0)
(0.33284483727517367, 0.2605469995140533, 0.0)
(0.3457435288381811, 0.24224669623436568, 0.0)
(0.35861866466054143, 0.2239033252930296, 0.0)
(0.3589915076933824, 0.2046373744507918, 0.0)
(0.35928577477858026, 0.18533196243541186, 0.0)
(0.3595089404464805, 0.1659908429876331, 0.0)
(0.3596677682134109, 0.14661741277395302, 0.0)
(0.359768378216817, 0.12721474535327393, 0.0)
(0.3598163084166134, 0.10778562191248062, 0.0)
(0.3598165699747638, 0.08833255907829955, 0.0)
(0.34321910749528817, 0.07302881757328579, 0.0)
(0.32650397452149715, 0.05772528799072151, 0.0)
(0.3096823644495771, 0.04242195017150096, 0.0)
(0.29276440590484853, 0.02711878587415163, 0.0)
(0.2757592640279987, 0.011815778592419546, 0.0)
(0.25867523212647114, -0.0034870866097932284, 0.0)
(0.23846206225273614, -0.011633752622796171, 0.0)
(0.21816977203560325, -0.019746308734450782, 0.0)
(0.19780588779141553, -0.027827999646397025, 0.0)
(0.17737721989628819, -0.03588176140829618, 0.0)
(0.15688993088986194, -0.043910250778324146, 0.0)
(0.13636703675290293, -0.045995109865559394, 0.0)
(0.11579622655774036, -0.04803115048035918, 0.0)
(0.09518205831561732, -0.050023016476048926, 0.0)
(0.07452865645732296, -0.05197490995977894, 0.0)
(0.05383975307749752, -0.053890633313593006, 0.0)
(0.033118725255576485, -0.05577362721824648, 0.0)
(0.01236862882658299, -0.05762700506001188, 0.0)
(0.00573288027035836, -0.05985614936964322, 0.0)
(-0.0008594971255430957, -0.0620629563900742, 0.0)
(-0.007412629039338342, -0.06424955095418439, 0.0)
(-0.013930248694430339, -0.06641785577029378, 0.0)
(-0.02041573419164078, -0.06856961064924535, 0.0)
(-0.026872142290217286, -0.07070638990251293, 0.0)
(-0.02734514444297252, -0.0732438098251908, 0.0)
(-0.027766039996460816, -0.07577093526186944, 0.0)
(-0.028139785586855443, -0.07828874547472306, 0.0)
(-0.028470866350703387, -0.08079812657368854, 0.0)
(-0.02876334077628999, -0.08329988037756464, 0.0)
(-0.02962690920263181, -0.0841190725162054, 0.0)
(-0.03046174562300786, -0.08492405952671486, 0.0)
(-0.03127058316723831, -0.08571619267079546, 0.0)
(-0.032055894976383434, -0.08649669467148606, 0.0)
(-0.032819918934153924, -0.0872666719403923, 0.0)
(-0.033564680045747766, -0.08802712564180247, 0.0)
(-0.03429201068790205, -0.08877896170433032, 0.0)
(-0.03522737780261303, -0.09051270014278494, 0.0)
(-0.036149536029938305, -0.09224408385288616, 0.0)
(-0.037059741864258554, -0.09397333682798463, 0.0)
(-0.03795913227602475, -0.09570066175408107, 0.0)
(-0.03884873608146261, -0.09742624203668619, 0.0)
(-0.039729484230734816, -0.09915024363487587, 0.0)
(-0.0403842234648939, -0.10079724489466495, 0.0)
(-0.04103067615011912, -0.10244259453963393, 0.0)
(-0.041669630543730816, -0.10408644967951362, 0.0)
(-0.0423017999201333, -0.10572895247898396, 0.0)
--------Specific Rep travel data-----------
Rep #1: (-9.844829341046491e-05, -0.0013782761077465089, -0.0)
Rep #1: (-0.00031064373485041233, -0.0031141840105710617, -0.0)
Rep #2: (-0.0005265334232771518, -0.004861689621402267, -0.0)
Rep #2: (-0.0007434179233588267, -0.0066123183409852165, -0.0)
Rep #3: (-0.0009607159436108128, -0.008364245264561369, -0.0)
Rep #3: (-0.0011782280954713677, -0.010116844432272808, -0.0)
Rep #4: (-0.0013958678590942864, -0.011869844223971601, -0.0)
Rep #4: (-0.0016135918222249038, -0.013623108351354522, -0.0)
Rep #5: (-0.0015111663243285078, -0.015888007104116614, -0.0)
Rep #5: (-0.001407756652128317, -0.01815469445708132, -0.0)
Rep #6: (-0.0013035591953542056, -0.02042281349917172, -0.0)
Rep #6: (-0.0011987051928272182, -0.02269212572204533, -0.0)
Rep #7: (-0.0010932866198194253, -0.024962463973410506, -0.0)
Rep #7: (-0.0009873709325423851, -0.02723370566096505, -0.0)
Rep #8: (-0.0010446069415550397, -0.02880273139041949, -0.0)
Rep #8: (-0.0011019030206055474, -0.030370496788370727, -0.0)
Rep #9: (-0.0011592540745071242, -0.03193710875710563, -0.0)
Rep #9: (-0.0012166557319506289, -0.03350265901120966, -0.0)
Rep #10: (-0.0012741041389126137, -0.035067228412079605, -0.0)
Rep #10: (-0.0013315958243940516, -0.03663088978486387, -0.0)
Rep #11: (-0.0013891276128961134, -0.03819370975481117, -0.0)
Rep #11: (-0.0019975432292877516, -0.03967370895365269, -0.0)
Rep #12: (-0.0026078943395080175, -0.041152702642703126, -0.0)
Rep #12: (-0.003220037051418179, -0.04263076557547097, -0.0)
Rep #13: (-0.0038338364707498555, -0.04410796783097462, -0.0)
Rep #13: (-0.004449166065553123, -0.0455843751439184, -0.0)
Rep #14: (-0.005065907203377386, -0.047060049145132045, -0.0)
Rep #14: (-0.004823927647553013, -0.04923737381246155, -0.0)
Rep #15: (-0.004579755829144263, -0.05141684430017124, -0.0)
Rep #15: (-0.004333569354912974, -0.05359828676402734, -0.0)
Rep #16: (-0.004085533648652988, -0.0557815392846728, -0.0)
Rep #16: (-0.0038358024760058594, -0.05796645135392953, -0.0)
Rep #17: (-0.003776918114106781, -0.059574226876930154, -0.0)
Rep #17: (-0.0037174266041911, -0.06118094607815476, -0.0)
Rep #18: (-0.0036573801055701724, -0.0627866997048592, -0.0)
Rep #18: (-0.003596826737913193, -0.06439157147609227, -0.0)
Rep #19: (-0.003535810821451372, -0.06599563850060516, -0.0)
Rep #19: (-0.0034743731147317235, -0.06759897169049771, -0.0)
Rep #20: (-0.003412551047857461, -0.0692016361670122, -0.0)
Rep #20: (-0.0038918151487564875, -0.07054461734492812, -0.0)
Rep #21: (-0.004373185753037648, -0.07188588385325267, -0.0)
Rep #21: (-0.0048564726046335105, -0.07322559055824253, -0.0)
Rep #22: (-0.005341501790405374, -0.07456387902319779, -0.0)
Rep #22: (-0.005828114483343272, -0.07590087853148282, -0.0)
Rep #23: (-0.006316165756471759, -0.07723670705199331, -0.0)
Rep #23: (-0.005822276470205589, -0.07941944995687383, -0.0)
Rep #24: (-0.005325051969807096, -0.08160512668604572, -0.0)
Rep #24: (-0.004824800542470187, -0.08379346605438492, -0.0)
Rep #25: (-0.004321802737722815, -0.08598422127623169, -0.0)
Rep #25: (-0.0038163137279728756, -0.08817716788893412, -0.0)
Rep #26: (-0.004214431019053948, -0.08984574016140803, -0.0)
Rep #26: (-0.004614718662764006, -0.0915136629722193, -0.0)
Rep #27: (-0.0050169737795969695, -0.09318099703153068, -0.0)
Rep #27: (-0.005421012150279475, -0.09484779746557098, -0.0)
Rep #28: (-0.005826666554088417, -0.09651411431388095, -0.0)
Rep #28: (-0.006233785245298535, -0.09817999298522491, -0.0)
Rep #29: (-0.0038641939387635198, -0.08824488219880777, -0.0)
Rep #29: (-0.0014827508528345865, -0.07825490251106441, -0.0)
Rep #30: (0.0009094273958487132, -0.0682152234012923, -0.0)
Rep #30: (0.003311328469920905, -0.05813053157831115, -0.0)
Rep #31: (0.005722034739149898, -0.04800507529556757, -0.0)
Rep #31: (0.008140714556897743, -0.03784270473756123, -0.0)
Rep #32: (0.015450463456270599, -0.0357939250012638, -0.0)
Rep #32: (0.022789810780576767, -0.033753350760552144, -0.0)
Rep #33: (0.030155955813781582, -0.03172020558008853, -0.0)
Rep #33: (0.03754636158156591, -0.029693786140975956, -0.0)
Rep #34: (0.04495873024490373, -0.02767345541918267, -0.0)
Rep #34: (0.061594158129414774, -0.02671528682943432, -0.0)
Rep #35: (0.0782911426044143, -0.02576710878102689, -0.0)
Rep #35: (0.09504384684655676, -0.024827973966377693, -0.0)
Rep #36: (0.11184698587239929, -0.023897024640683898, -0.0)
Rep #36: (0.12869577465623386, -0.022973484201525292, -0.0)
Rep #37: (0.14558588107297385, -0.022056649551566096, -0.0)
Rep #37: (0.16251338322693576, -0.02114588417308092, -0.0)
Rep #38: (0.18621256062069225, -0.02913960499048858, -0.0)
Rep #38: (0.2099743185432018, -0.03718049394474918, -0.0)
Rep #39: (0.2337927135029173, -0.04526407131304371, -0.0)
Rep #39: (0.25766236566751693, -0.05338628221325063, -0.0)
Rep #40: (0.2815784055560489, -0.061543456424799456, -0.0)
Rep #40: (0.30553642574592177, -0.06973227198930955, -0.0)
Rep #41: (0.3223819985524985, -0.09363272684607181, -0.0)
Rep #41: (0.3392280189973764, -0.11763352044703129, -0.0)
Rep #42: (0.3560744445362275, -0.14172511642219687, -0.0)
Rep #42: (0.3729212366650079, -0.16589888403692088, -0.0)
Rep #43: (0.38976836053684694, -0.1901470123169487, -0.0)
Rep #43: (0.39160001322439875, -0.22008535326754525, -0.0)
Rep #44: (0.3933606508968204, -0.25011128310732894, -0.0)
Rep #44: (0.39505702526782904, -0.2802164743705728, -0.0)
Rep #45: (0.39669524644406134, -0.31039339094041285, -0.0)
Rep #45: (0.39828084384033957, -0.3406352129168428, -0.0)
Rep #46: (0.3998188213216608, -0.3709357686053845, -0.0)
Rep #46: (0.40131370711724035, -0.40128947295383144, -0.0)
Rep #47: (0.37350127915714537, -0.42716710083234183, -0.0)
Rep #47: (0.34551457341068514, -0.4530667647819515, -0.0)
Rep #48: (0.31737016366876314, -0.4789863691756598, -0.0)
Rep #48: (0.28908304793338535, -0.5049240176327205, -0.0)
Rep #49: (0.26066679817104776, -0.5308779940834903, -0.0)
Rep #49: (0.22786822781471439, -0.5477838977111728, -0.0)
Rep #50: (0.19494365989410292, -0.5646601276587571, -0.0)
Rep #50: (0.16190507800090911, -0.5815095061813277, -0.0)
Rep #51: (0.12876332613588112, -0.5983345871489616, -0.0)
Rep #51: (0.0955282170494039, -0.6151376815620141, -0.0)
Rep #52: (0.055580090512939086, -0.5965473533200817, -0.0)
Rep #52: (0.015524037204991608, -0.5777710052852518, -0.0)
Rep #53: (-0.024629677344819852, -0.5588263308589616, -0.0)
Rep #53: (-0.06487176393410066, -0.5397293406702877, -0.0)
Rep #54: (-0.10519381684732869, -0.5204945225931753, -0.0)
Rep #54: (-0.14558822984100991, -0.5011349865522526, -0.0)
Rep #55: (-0.18604812011588828, -0.48166259556236357, -0.0)
Rep #55: (-0.22187598652390247, -0.45147604112582485, -0.0)
Rep #56: (-0.2577351824982034, -0.42114667233145525, -0.0)
Rep #56: (-0.2936227279598785, -0.3906880737291421, -0.0)
Rep #57: (-0.3295359262837633, -0.3601125377581629, -0.0)
Rep #57: (-0.3654723373396416, -0.32943118763761003, -0.0)
Rep #58: (-0.4014297530970442, -0.2986540885707686, -0.0)
Rep #58: (-0.42302426467518134, -0.26286073623945316, -0.0)
Rep #59: (-0.4445676584785972, -0.22696556777567747, -0.0)
Rep #59: (-0.46606479695297054, -0.19097826817484706, -0.0)
Rep #60: (-0.48752008002752606, -0.15490760119436708, -0.0)
Rep #60: (-0.5089374891076517, -0.11876149697792195, -0.0)
Rep #61: (-0.5165462018459, -0.11302439104883842, -0.0)
Rep #61: (-0.524058471652886, -0.10737029080544935, -0.0)
Rep #62: (-0.5314834725076674, -0.1017913004651164, -0.0)
Rep #62: (-0.5388295057419423, -0.0962802753079441, -0.0)
Rep #63: (-0.5461040830457261, -0.09083075023615612, -0.0)
Rep #63: (-0.553314001577996, -0.08543687512850143, -0.0)
Rep #64: (-0.5604654119331596, -0.08009335634345002, -0.0)
Rep #64: (-0.565367936262253, -0.07042531659557534, -0.0)
Rep #65: (-0.5702121227447935, -0.06077774954045472, -0.0)
Rep #65: (-0.5750035207196371, -0.05114870773031453, -0.0)
Rep #66: (-0.5797471516532314, -0.04153642896538514, -0.0)
Rep #66: (-0.5844475593519847, -0.03193931867270877, -0.0)
Rep #67: (-0.5891088553984499, -0.022355933961069576, -0.0)
Rep #67: (-0.5705821657251389, 0.006506195199459101, -0.0)
Rep #68: (-0.5519134699396133, 0.03544872445041146, -0.0)
Rep #68: (-0.5331162763030942, 0.06446400577293328, -0.0)
Rep #69: (-0.5142028081152209, 0.09354511865930164, -0.0)
Rep #69: (-0.4951841259439802, 0.12268580090958431, -0.0)
Rep #70: (-0.46147615482048165, 0.15165948373282354, -0.0)
Rep #70: (-0.4276127083069283, 0.18068089256622555, -0.0)
Rep #71: (-0.39360857594839826, 0.20974548748885202, -0.0)
Rep #71: (-0.3594771404427637, 0.23884916043720542, -0.0)
Rep #72: (-0.32523051146563225, 0.26798819412521935, -0.0)
Rep #72: (-0.2908796467654348, 0.29715922487191, -0.0)
Rep #73: (-0.25643446173954393, 0.32635920896498566, -0.0)
Rep #73: (-0.2274410183733589, 0.3448905251015304, -0.0)
Rep #74: (-0.19839664846693625, 0.3633947443353589, -0.0)
Rep #74: (-0.16930619639705305, 0.3818744442538281, -0.0)
Rep #75: (-0.1401740457206812, 0.40033195725211473, -0.0)
Rep #75: (-0.11100416301022564, 0.4187693938569907, -0.0)
Rep #76: (-0.08180013751897698, 0.43718866383194643, -0.0)
Rep #76: (-0.05527126983044655, 0.4413956180831858, -0.0)
Rep #77: (-0.028727300649476217, 0.44552026272587253, -0.0)
Rep #77: (-0.002169666503315929, 0.4495704274494289, -0.0)
Rep #78: (0.02440033273013848, 0.453553197145709, -0.0)
Rep #78: (0.05098152082362028, 0.4574749827576233, -0.0)
Rep #79: (0.07155615335145003, 0.4527045975245752, -0.0)
Rep #79: (0.09211136621375345, 0.44784325021862625, -0.0)
Rep #80: (0.11264900670388707, 0.4428995935960631, -0.0)
Rep #80: (0.13317074639171805, 0.4378814573210944, -0.0)
Rep #81: (0.15367809783928077, 0.4327959262622957, -0.0)
Rep #81: (0.1741724297263626, 0.4276494113411339, -0.0)
Rep #82: (0.19202159303613134, 0.41212925268182715, -0.0)
Rep #82: (0.20984758653477872, 0.3965101446050998, -0.0)
Rep #83: (0.22765261424824837, 0.3808014996642937, -0.0)
Rep #83: (0.24543867054478422, 0.3650118350447597, -0.0)
Rep #84: (0.26320756007858553, 0.34914885773559345, -0.0)
Rep #84: (0.2809609158363263, 0.33321954159942996, -0.0)
Rep #85: (0.29398133622347805, 0.31514179875159903, -0.0)
Rep #85: (0.30696662142642817, 0.2969998172008624, -0.0)
Rep #86: (0.31992011367639, 0.27879970764801276, -0.0)
Rep #86: (0.33284483727517367, 0.2605469995140533, -0.0)
Rep #87: (0.3457435288381811, 0.24224669623436568, -0.0)
Rep #87: (0.35861866466054143, 0.2239033252930296, -0.0)
Rep #88: (0.3589915076933824, 0.2046373744507918, -0.0)
Rep #88: (0.35928577477858026, 0.18533196243541186, -0.0)
Rep #89: (0.3595089404464805, 0.1659908429876331, -0.0)
Rep #89: (0.3596677682134109, 0.14661741277395302, -0.0)
Rep #90: (0.359768378216817, 0.12721474535327393, -0.0)
Rep #90: (0.3598163084166134, 0.10778562191248062, -0.0)
Rep #91: (0.3598165699747638, 0.08833255907829955, -0.0)
Rep #91: (0.34321910749528817, 0.07302881757328579, -0.0)
Rep #92: (0.32650397452149715, 0.05772528799072151, -0.0)
Rep #92: (0.3096823644495771, 0.04242195017150096, -0.0)
Rep #93: (0.29276440590484853, 0.02711878587415163, -0.0)
Rep #93: (0.2757592640279987, 0.011815778592419546, -0.0)
Rep #94: (0.25867523212647114, -0.0034870866097932284, -0.0)
Rep #94: (0.23846206225273614, -0.011633752622796171, -0.0)
Rep #95: (0.21816977203560325, -0.019746308734450782, -0.0)
Rep #95: (0.19780588779141553, -0.027827999646397025, -0.0)
Rep #96: (0.17737721989628819, -0.03588176140829618, -0.0)
Rep #96: (0.15688993088986194, -0.043910250778324146, -0.0)
Rep #97: (0.13636703675290293, -0.045995109865559394, -0.0)
Rep #97: (0.11579622655774036, -0.04803115048035918, -0.0)
Rep #98: (0.09518205831561732, -0.050023016476048926, -0.0)
Rep #98: (0.07452865645732296, -0.05197490995977894, -0.0)
Rep #99: (0.05383975307749752, -0.053890633313593006, -0.0)
Rep #99: (0.033118725255576485, -0.05577362721824648, -0.0)
Rep #100: (0.01236862882658299, -0.05762700506001188, -0.0)
Rep #100: (0.00573288027035836, -0.05985614936964322, -0.0)
Rep #101: (-0.0008594971255430957, -0.0620629563900742, -0.0)
Rep #101: (-0.007412629039338342, -0.06424955095418439, -0.0)
Rep #102: (-0.013930248694430339, -0.06641785577029378, -0.0)
Rep #102: (-0.02041573419164078, -0.06856961064924535, -0.0)
Rep #103: (-0.026872142290217286, -0.07070638990251293, -0.0)
Rep #103: (-0.02734514444297252, -0.0732438098251908, -0.0)
Rep #104: (-0.027766039996460816, -0.07577093526186944, -0.0)
Rep #104: (-0.028139785586855443, -0.07828874547472306, -0.0)
Rep #105: (-0.028470866350703387, -0.08079812657368854, -0.0)
Rep #105: (-0.02876334077628999, -0.08329988037756464, -0.0)
Rep #106: (-0.02962690920263181, -0.0841190725162054, -0.0)
Rep #106: (-0.03046174562300786, -0.08492405952671486, -0.0)
Rep #107: (-0.03127058316723831, -0.08571619267079546, -0.0)
Rep #107: (-0.032055894976383434, -0.08649669467148606, -0.0)
Rep #108: (-0.032819918934153924, -0.0872666719403923, -0.0)
Rep #108: (-0.033564680045747766, -0.08802712564180247, -0.0)
Rep #109: (-0.03429201068790205, -0.08877896170433032, -0.0)
Rep #109: (-0.03522737780261303, -0.09051270014278494, -0.0)
Rep #110: (-0.036149536029938305, -0.09224408385288616, -0.0)
Rep #110: (-0.037059741864258554, -0.09397333682798463, -0.0)
Rep #111: (-0.03795913227602475, -0.09570066175408107, -0.0)
Rep #111: (-0.03884873608146261, -0.09742624203668619, -0.0)
Rep #112: (-0.039729484230734816, -0.09915024363487587, -0.0)
Rep #112: (-0.0403842234648939, -0.10079724489466495, -0.0)
Rep #113: (-0.04103067615011912, -0.10244259453963393, -0.0)
Rep #113: (-0.041669630543730816, -0.10408644967951362, -0.0)
